,index,agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,parameter_code
12315,1465,USGS,08014500,"Ouiska Chitto Creek Near Oberlin, LA",30.69875000,-92.89319440,5,NAD83,00045
12316,1466,USGS,08014800,"Bundick Creek near DeRidder, LA",30.81880557,-93.23016190,U,NAD83,00045
12317,1467,USGS,08015500,"Calcasieu River near Kinder, LA",30.50255556,-92.91541670,5,NAD83,00045
12318,1468,USGS,08017400,"Lk Tawakoni nr Wills Point, TX",32.80873574,-95.91968870,F,NAD83,00045
12319,1469,USGS,08018800,"Lake Fk Res nr Quitman, TX",32.81345890,-95.52801120,F,NAD83,00045
12320,1470,USGS,08019200,"Sabine Rv nr Hawkins, TX",32.55986369,-95.20661400,F,NAD83,00045
12321,1471,USGS,08021400,"Lk Cherokee nr Tatum, TX",32.36919444,-94.66856390,S,NAD83,00045
12322,1472,USGS,08022120,"Sabine Rv nr Carthage, TX",32.22497220,-94.22525000,S,NAD83,00045
12323,1473,USGS,08025240,"Housen Bayou at SH 87 nr Hemphill, TX",31.30316389,-93.84434720,5,NAD83,00045
12324,1474,USGS,08025350,"Toledo Bd Res nr Burkeville, TX",31.19629840,-93.57211920,S,NAD83,00045
12325,1475,USGS,08028500,"Sabine Rv nr Bon Wier, TX",30.74714557,-93.60850800,F,NAD83,00045
12326,1476,USGS,08029500,"Big Cow Ck nr Newton, TX",30.81888889,-93.78555560,S,NAD83,00045
12327,1477,USGS,08030500,"Sabine Rv nr Ruliff, TX",30.30381684,-93.74377840,F,NAD83,00045
12328,1478,USGS,08030520,"Sabine Rv at Intl Paper nr Orange, TX",30.19985278,-93.71841940,5,NAD83,00045
12329,1479,USGS,08030540,"Sabine Rv (at Navy Pier) at Orange, TX",30.09798774,-93.72155440,F,NAD83,00045
12330,1480,USGS,08031000,"Cow Bayou nr Mauriceville, TX",30.18632045,-93.90850580,F,NAD83,00045
12331,1481,USGS,08031010,"Cow Bayou at FM 1442 nr Orangefield, TX",30.10798610,-93.89634170,5,NAD83,00045
12332,1482,USGS,08031050,"Cow Bayou at SH 87 nr Bridge City, TX",30.04455278,-93.82149440,5,NAD83,00045
12333,1483,USGS,08032000,"Neches Rv nr Neches, TX",31.89239037,-95.43078600,F,NAD83,00045
12334,1484,USGS,08032500,"Neches Rv nr Alto, TX",31.57945569,-95.16599650,1,NAD83,00045
12335,1485,USGS,08033000,"Neches Rv nr Diboll, TX",31.13296574,-94.80993060,F,NAD83,00045
12336,1486,USGS,08033500,"Neches Rv nr Rockland, TX",31.02500000,-94.39944440,S,NAD83,00045
12337,1487,USGS,08033810,"Lk Striker nr Reklaw, TX",31.93408333,-94.97565560,S,NAD83,00045
12338,1488,USGS,08036500,"Angelina Rv nr Alto, TX",31.67184364,-94.95271520,F,NAD83,00045
12339,1489,USGS,08039100,"Ayish Bayou nr San Augustine, TX",31.39629597,-94.15102890,F,NAD83,00045
12340,1490,USGS,08040000,"B. A. Steinhagen Lk at Town Bluff, TX",30.79548009,-94.18019120,F,NAD83,00045
12341,1491,USGS,08041000,"Neches Rv at Evadale, TX",30.35576378,-94.09323730,F,NAD83,00045
12342,1492,USGS,08041500,"Village Ck nr Kountze, TX",30.39798620,-94.26352150,F,NAD83,00045
12343,1493,USGS,08041749,"Pine Island Bayou abv BI Pump Plant, Beaumont, TX",30.17882253,-94.18879430,F,NAD83,00045
12344,1494,USGS,08042600,"W Fk Trinity Rv at US Hwy 281 nr Windthorst, TX",33.41319444,-98.36936110,5,NAD83,00045
12345,1495,USGS,08042800,"W Fk Trinity Rv nr Jacksboro, TX",33.29333333,-98.07900000,5,NAD83,00045
12346,1496,USGS,08042950,"Big Ck nr Chico, TX",33.30758333,-97.91827780,5,NAD83,00045
12347,1497,USGS,08043000,"Bridgeport Res abv Bridgeport, TX",33.22289269,-97.83197990,F,NAD83,00045
12348,1498,USGS,08043700,"Lk Amon G Carter nr Bowie, TX",33.47427496,-97.86309110,S,NAD83,00045
12349,1499,USGS,08044000,"Big Sandy Ck nr Bridgeport, TX",33.23178218,-97.69475380,F,NAD83,00045
12350,1500,USGS,08044500,"W Fk Trinity Rv nr Boyd, TX",33.08539917,-97.55863600,F,NAD83,00045
12351,1501,USGS,08044800,"Walnut Ck at Reno, TX",32.94568035,-97.58307980,F,NAD83,00045
12352,1502,USGS,08045000,"Eagle Mtn Res abv Ft Worth, TX",32.87437699,-97.46118720,F,NAD83,00045
12353,1503,USGS,08045400,"Lk Worth abv Ft Worth, TX",32.78929559,-97.41640810,F,NAD83,00045
12354,1504,USGS,08045550,"WFk TrinityRv at White Settlement Rd,Fort Worth,TX",32.75972220,-97.40388890,S,NAD83,00045
12355,1505,USGS,08045850,"Clear Fk Trinity Rv nr Weatherford, TX",32.74040699,-97.65197110,F,NAD83,00045
12356,1506,USGS,08046500,"Benbrook Lk nr Benbrook, TX",32.65068880,-97.44863100,F,NAD83,00045
12357,1507,USGS,08047000,"Clear Fk Trinity Rv nr Benbrook, TX",32.66513275,-97.44196420,F,NAD83,00045
12358,1508,USGS,08047500,"Clear Fk Trinity Rv at Ft Worth, TX",32.73235300,-97.35890630,F,NAD83,00045
12359,1509,USGS,08048000,"W Fk Trinity Rv at Ft Worth, TX",32.76096337,-97.33251670,F,NAD83,00045
12360,1510,USGS,08048543,"W Fk Trinity Rv at Beach St, Ft Worth, TX",32.75179720,-97.28945980,F,NAD83,00045
12361,1511,USGS,08048800,"Big Fossil Ck at Haltom City, TX",32.80735146,-97.24862560,F,NAD83,00045
12362,1512,USGS,08049200,"Lk Arlington at Arlington, TX",32.71624310,-97.19251240,F,NAD83,00045
12363,1513,USGS,08049300,"W Fk Trinity Rv at Greenbelt Rd, Fort Worth, TX",32.78846310,-97.14001110,F,NAD83,00045
12364,1514,USGS,08049500,"W Fk Trinity Rv at Grand Prairie, TX",32.76250000,-96.99444440,S,NAD83,00045
12365,1515,USGS,0804956950,"Bear Ck at Shady Grove Rd, Grand Prairie, TX",32.80449720,-97.00988060,H,NAD83,00045
12366,1516,USGS,08049580,"Mountain Ck nr Venus, TX",32.49097237,-97.12306460,F,NAD83,00045
12367,1517,USGS,08049700,"Walnut Ck nr Mansfield, TX",32.58096950,-97.10195330,F,NAD83,00045
12368,1518,USGS,08049800,"Joe Pool Lk nr Duncanville, TX",32.64346745,-97.00111720,F,NAD83,00045
12369,1519,USGS,08050050,"Mountain Ck Lk nr Grand Prairie, TX",32.73207583,-96.94333850,F,NAD83,00045
12370,1520,USGS,08050350,"Elm Fk Trinity Rv at FM 1198 nr Myra, TX",33.60100000,-97.32583330,1,NAD83,00045
12371,1521,USGS,08050400,"Elm Fk Trinity Rv at Gainesville, TX",33.62427479,-97.15640160,F,NAD83,00045
12372,1522,USGS,08050840,"Range Ck nr Collinsville, TX",33.52622016,-96.80721910,F,NAD83,00045
12373,1523,USGS,08051100,"Ray Roberts Lk nr Pilot Point, TX",33.35539329,-97.05000930,F,NAD83,00045
12374,1524,USGS,08051500,"Clear Ck nr Sanger, TX",33.33622690,-97.17945870,F,NAD83,00045
12375,1525,USGS,08052800,"Lewisville Lk nr Lewisville, TX",33.06928800,-96.96445070,F,NAD83,00045
12376,1526,USGS,08053430,"Denton Ck at CR 2513 nr Decatur, TX",33.27791667,-97.41704170,R,NAD83,00045
12377,1527,USGS,08053500,"Denton Ck nr Justin, TX",33.11901003,-97.29057320,F,NAD83,00045
12378,1528,USGS,08054500,"Grapevine Lk nr Grapevine, TX",32.97262390,-97.05639810,F,NAD83,00045
12379,1529,USGS,08055500,"Elm Fk Trinity Rv nr Carrollton, TX",32.96595700,-96.94445000,F,NAD83,00045
12380,1530,USGS,08057000,"Trinity Rv at Dallas, TX",32.77485170,-96.82194640,F,NAD83,00045
12381,1531,USGS,08057200,"White Rk Ck at Greenville Ave, Dallas, TX",32.88929207,-96.75666640,F,NAD83,00045
12382,1532,USGS,08059000,"E Fk Trinity Rv nr McKinney, TX",33.20372724,-96.59582400,F,NAD83,00045
12383,1533,USGS,08059400,"Sister Grove Ck nr Blue Ridge, TX",33.29455786,-96.48304130,F,NAD83,00045
12384,1534,USGS,08059590,"Wilson Ck Dws of Hwy 75 at McKinney, TX",33.18513889,-96.63913890,U,NAD83,00045
12385,1535,USGS,08060500,"Lavon Lk nr Lavon, TX",33.03178607,-96.48248760,F,NAD83,00045
12386,1536,USGS,08062000,"E Fk Trinity Rv nr Crandall, TX",32.63874420,-96.48526510,F,NAD83,00045
12387,1537,USGS,08062500,"Trinity Rv nr Rosser, TX",32.42652988,-96.46304150,F,NAD83,00045
12388,1538,USGS,08062700,"Trinity Rv at Trinidad, TX",32.14765255,-96.10247080,F,NAD83,00045
12389,1539,USGS,08063010,"Cedar Ck Res nr Trinidad, TX",32.24320350,-96.14080640,F,NAD83,00045
12390,1540,USGS,08063030,"Ash Ck at Hwy 171 nr Malone, TX",31.90955833,-96.88146390,H,NAD83,00045
12391,1541,USGS,08063040,"Richland Ck at Hwy 22 nr Mertens, TX",32.05466944,-96.90651940,H,NAD83,00045
12392,1542,USGS,08063050,"Navarro Mills Lk nr Dawson, TX",31.95765680,-96.68943460,F,NAD83,00045
12393,1543,USGS,08063562,"Chambers Ck at FM 55 nr Avalon, TX",32.16465000,-96.76200560,H,NAD83,00045
12394,1544,USGS,08063600,"Lk Waxahachie nr Waxahachie, TX",32.34181055,-96.80527350,S,NAD83,00045
12395,1545,USGS,08063700,"Bardwell Lk nr Ennis, TX",32.25014716,-96.64721230,F,NAD83,00045
12396,1546,USGS,08064100,"Chambers Ck nr Rice, TX",32.19848230,-96.52026390,F,NAD83,00045
12397,1547,USGS,08064550,"Richland-Chambers Res nr Kerens, TX",32.04043418,-96.20664020,F,NAD83,00045
12398,1548,USGS,08064700,"Tehuacana Ck nr Streetman, TX",31.84849638,-96.28997550,F,NAD83,00045
12399,1549,USGS,08065000,"Trinity Rv nr Oakwood, TX",31.64850597,-95.78940290,F,NAD83,00045
12400,1550,USGS,08066200,"Long King Ck at Livingston, TX",30.71630600,-94.95882370,F,NAD83,00045
12401,1551,USGS,08066500,"Trinity Rv at Romayor, TX",30.42520670,-94.85076220,F,NAD83,00045
12402,1552,USGS,08067070,"CWA Canal nr Dayton, TX",29.96132898,-94.81020030,F,NAD83,00045
12403,1553,USGS,08067690,"Lake Ck nr Dobbin, TX",30.37152778,-95.76913890,5,NAD83,00045
12404,1554,USGS,08068000,"W Fk San Jacinto Rv nr Conroe, TX",30.24465738,-95.45716160,F,NAD83,00045
12405,1555,USGS,08068700,"Cypress Ck at Sharp Rd nr Hockley, TX",29.92105823,-95.84022900,F,NAD83,00045
12406,1556,USGS,08072000,"Lk Houston nr Sheldon, TX",29.91633316,-95.14131980,F,NAD83,00045
12407,1557,USGS,08072350,"Buffalo Bayou nr Fulshear, TX",29.72300920,-95.76717180,F,NAD83,00045
12408,1558,USGS,08072500,"Barker Res nr Addicks, TX",29.76995129,-95.64716820,F,NAD83,00045
12409,1559,USGS,08072760,"Langham Ck at W Little York Rd nr Addicks, TX",29.86717035,-95.64661200,F,NAD83,00045
12410,1560,USGS,08073600,"Buffalo Bayou at W Belt Dr, Houston, TX",29.76217336,-95.55772130,F,NAD83,00045
12411,1561,USGS,08077650,"Moses Lk-Galveston Bay nr Texas City, TX",29.44745403,-94.92020160,F,NAD83,00045
12412,1562,USGS,08077658,"TX City Pump Sta at Texas City, TX",29.35745688,-94.92492280,F,NAD83,00045
12413,1563,USGS,08077740,"La Marque Levee Pump Sta nr La Marque, TX",29.34579046,-94.96325720,F,NAD83,00045
12414,1564,USGS,08078000,"Chocolate Bayou nr Alvin, TX",29.37154349,-95.32304760,S,NAD83,00045
12415,1565,USGS,08079120,"Old Brazos Rv nr Freeport, TX",28.95108115,-95.33882760,F,NAD83,00045
12416,1566,USGS,08079510,"N Fk DMF Brazos Rv at Loop 289 nr Lubbock, TX",33.55477778,-101.78813890,R,NAD83,00045
12417,1567,USGS,08079600,"DMF Brazos Rv at Justiceburg, TX",33.03843236,-101.19763020,F,NAD83,00045
12418,1568,USGS,08079700,"Lk Alan Henry Res nr Justiceburg, TX",33.06287610,-101.04762680,F,NAD83,00045
12419,1569,USGS,08080650,"Running Water Draw at SH 214 nr Friona, TX",34.47433330,-102.73300830,1,NAD83,00045
12420,1570,USGS,08080750,"Callahan Draw nr Lockney, TX",33.99743330,-101.54884170,1,NAD83,00045
12421,1571,USGS,08080910,"White Rv Res nr Spur, TX",33.45786654,-101.08402800,F,NAD83,00045
12422,1572,USGS,08082700,"Millers Ck nr Munday, TX",33.32926607,-99.46508250,F,NAD83,00045
12423,1573,USGS,08082900,"N Elm Ck nr Throckmorton, TX",33.18135000,-99.36970830,1,NAD83,00045
12424,1574,USGS,08083240,"Clear Fk Brazos Rv at Hwy 83 nr Hawley, TX",32.59850000,-99.81455560,S,NAD83,00045
12425,1575,USGS,08083280,"Elm Ck at FM 89 nr Buffalo Gap, TX",32.27519444,-99.83572220,S,NAD83,00045
12426,1576,USGS,08083430,"Elm Ck at Abilene, TX",32.50730556,-99.74102780,5,NAD83,00045
12427,1577,USGS,08084200,"Clear Fk Brazos Rv at Lueders, TX",32.79500000,-99.60569440,1,NAD83,00045
12428,1578,USGS,08084800,"California Ck nr Stamford, TX",32.93094435,-99.64258800,F,NAD83,00045
12429,1579,USGS,08085500,"Clear Fk Brazos Rv at Ft Griffin, TX",32.93297778,-99.21538890,H,NAD83,00045
12430,1580,USGS,08087300,"Clear Fk Brazos Rv at Eliasville, TX",32.96068333,-98.76676940,5,NAD83,00045
12431,1581,USGS,08088000,"Brazos Rv nr South Bend, TX",33.02428377,-98.64394810,F,NAD83,00045
12432,1582,USGS,08088430,"Rock Ck at Rock Ck Rd nr Bryson, TX",33.04351667,-98.40840830,5,NAD83,00045
12433,1583,USGS,08088470,"Cedar Ck at FM 3253 nr Caddo, TX",32.85163889,-98.66176110,5,NAD83,00045
12434,1584,USGS,08088500,"Possum Kingdom Lk nr Graford, TX",32.87234474,-98.42588600,F,NAD83,00045
12435,1585,USGS,08089000,"Brazos Rv nr Palo Pinto, TX",32.86262360,-98.30254920,F,NAD83,00045
12436,1586,USGS,08090800,"Brazos Rv nr Dennis, TX",32.61568907,-97.92587030,F,NAD83,00045
12437,1587,USGS,08090830,"Kickapoo Ck at FM 1189 nr Dennis, TX",32.58659444,-97.91995830,5,NAD83,00045
12438,1588,USGS,08090900,"Lk Granbury nr Granbury, TX",32.37430720,-97.68919310,F,NAD83,00045
12439,1589,USGS,08091000,"Brazos Rv nr Glen Rose, TX",32.25903188,-97.70252680,S,NAD83,00045
12440,1590,USGS,08091500,"Paluxy Rv at Glen Rose, TX",32.23153166,-97.77725120,F,NAD83,00045
12441,1591,USGS,08092000,"Nolan Rv at Blum, TX",32.15070534,-97.40279400,F,NAD83,00045
12442,1592,USGS,08093350,"Aquilla Lk abv Aquilla, TX",31.89988054,-97.20278560,F,NAD83,00045
12443,1593,USGS,08093360,"Aquilla Ck abv Aquilla, TX",31.89543620,-97.20306340,F,NAD83,00045
12444,1594,USGS,08095000,"N Bosque Rv nr Clifton, TX",31.78599100,-97.56807480,F,NAD83,00045
12445,1595,USGS,08095200,"N Bosque Rv at Valley Mills, TX",31.66960575,-97.46946020,F,NAD83,00045
12446,1596,USGS,08095300,"Middle Bosque Rv nr McGregor, TX",31.50933179,-97.36584500,F,NAD83,00045
12447,1597,USGS,08095400,"Hog Ck nr Crawford, TX",31.55571990,-97.35640040,F,NAD83,00045
12448,1598,USGS,08095550,"Waco Lk nr Waco, TX",31.57960968,-97.19778320,F,NAD83,00045
12449,1599,USGS,08098290,"Brazos Rv nr Highbank, TX",31.13407098,-96.82498260,F,NAD83,00045
12450,1600,USGS,08098450,"Brazos Rv at FM 485 near Hearne, TX",30.86508333,-96.69516670,5,NAD83,00045
12451,1601,USGS,08099000,"Leon Res nr Ranger, TX",32.36374406,-98.67561290,F,NAD83,00045
12452,1602,USGS,08099300,"Sabana Rv nr De Leon, TX",32.11402957,-98.60560670,F,NAD83,00045
12453,1603,USGS,08099382,"Copperas Ck at FM 2247 nr Comanche, TX",32.04902778,-98.64605560,1,NAD83,00045
12454,1604,USGS,08099500,"Leon Rv nr Hasse, TX",31.95792350,-98.45921160,F,NAD83,00045
12455,1605,USGS,08100000,"Leon Rv nr Hamilton, TX",31.78876325,-98.12142380,F,NAD83,00045
12456,1606,USGS,08100500,"Leon Rv at Gatesville, TX",31.43472220,-97.75833330,5,NAD83,00045
12457,1607,USGS,08100630,"Henson Ck at W Range Rd nr Gatesville, TX",31.32322500,-97.75766390,S,NAD83,00045
12458,1608,USGS,08101000,"Cowhouse Ck at Pidcoke, TX",31.28489020,-97.88502440,S,NAD83,00045
12459,1609,USGS,08101200,"Cowhouse Ck at Old Georgetown Rd nr Ft Hood, TX",31.24878889,-97.83784720,S,NAD83,00045
12460,1610,USGS,08101300,"Cowhouse Ck at W Range Rd nr Fort Hood, TX",31.21499444,-97.79419440,S,NAD83,00045
12461,1611,USGS,08101310,"House Ck at Old Georgetown Rd nr Ft Hood, TX",31.16493889,-97.87819440,S,NAD83,00045
12462,1612,USGS,08101330,"Clear Ck at Ft Hood, TX",31.12927778,-97.81813890,5,NAD83,00045
12463,1613,USGS,08101340,"House Ck at W Range Rd nr Ft Hood, TX",31.18553056,-97.80871670,S,NAD83,00045
12464,1614,USGS,08102000,"Belton Lk nr Belton, TX",31.10628916,-97.47473220,F,NAD83,00045
12465,1615,USGS,08102850,"Lampasas Rv at US-281 nr Adamsville, TX",31.29350556,-98.16923060,S,NAD83,00045
12466,1616,USGS,08103800,"Lampasas Rv nr Kempner, TX",31.07934030,-98.01669190,F,NAD83,00045
12467,1617,USGS,08103940,"Lampasas Rv at Ding Dong, TX",30.97252778,-97.77852780,S,NAD83,00045
12468,1618,USGS,08104050,"Stillhouse Hollow Lk nr Belton, TX",31.02240287,-97.53278830,F,NAD83,00045
12469,1619,USGS,08104500,"Little Rv nr Little River, TX",30.96657230,-97.34611300,F,NAD83,00045
12470,1620,USGS,08104650,"Lk Georgetown nr Georgetown, TX",30.66769210,-97.72751100,F,NAD83,00045
12471,1621,USGS,08104900,"S Fk San Gabriel Rv at Georgetown, TX",30.62574990,-97.69112040,F,NAD83,00045
12472,1622,USGS,08105095,"Berry Ck at Airport Rd nr Georgetown, TX",30.70324685,-97.66639850,F,NAD83,00045
12473,1623,USGS,08105600,"Granger Lk nr Granger, TX",30.69297237,-97.32638660,F,NAD83,00045
12474,1624,USGS,08105872,"Brushy Ck at Cedar Park, TX",30.52518056,-97.74999170,5,NAD83,00045
12475,1625,USGS,08106050,"Brushy Ck at FM 619 nr Taylor, TX",30.51958333,-97.33844720,S,NAD83,00045
12476,1626,USGS,08106500,"Little Rv nr Cameron, TX",30.83519047,-96.94665120,F,NAD83,00045
12477,1627,USGS,08107950,"N Elm Ck at Rosebud Rd nr Meeks, TX",31.01306944,-97.11008330,5,NAD83,00045
12478,1628,USGS,08108780,"Little Brazos Rv at FM 485 nr Hearne, TX",30.87944444,-96.64027780,5,NAD83,00045
12479,1629,USGS,08109700,"Middle Yegua Ck nr Dime Box, TX",30.33937764,-96.90470370,F,NAD83,00045
12480,1630,USGS,08109800,"E Yegua Ck nr Dime Box, TX",30.40743105,-96.81747910,F,NAD83,00045
12481,1631,USGS,08109900,"Somerville Lk nr Somerville, TX",30.32243290,-96.52580230,F,NAD83,00045
12482,1632,USGS,08110100,"Davidson Ck nr Lyons, TX",30.41965196,-96.54024660,F,NAD83,00045
12483,1633,USGS,08110300,"Lk Mexia nr Mexia, TX",31.64377877,-96.57887240,F,NAD83,00045
12484,1634,USGS,08110325,"Navasota Rv abv Groesbeck, TX",31.57433657,-96.52081400,F,NAD83,00045
12485,1635,USGS,08110430,"Big Ck nr Freestone, TX",31.50683960,-96.32469530,F,NAD83,00045
12486,1636,USGS,08110470,"Lk Limestone nr Marquez, TX",31.32517779,-96.31913570,F,NAD83,00045
12487,1637,USGS,08110500,"Navasota Rv nr Easterly, TX",31.17018205,-96.29774300,F,NAD83,00045
12488,1638,USGS,08110800,"Navasota Rv at Old San Antonio Rd nr Bryan, TX",30.97379870,-96.24162740,F,NAD83,00045
12489,1639,USGS,08111058,"Gibbons Ck Res nr Shiro, TX",30.60941389,-96.06540560,5,NAD83,00045
12490,1640,USGS,08111500,"Brazos Rv nr Hempstead, TX",30.12910626,-96.18773870,F,NAD83,00045
12491,1641,USGS,08116850,"Brazos Rv nr West Columbia, TX",29.14441310,-95.60605710,R,NAD83,00045
12492,1642,USGS,08117370,"San Bernard Rv nr Chesterville, TX",29.66075000,-96.24366670,5,NAD83,00045
12493,1643,USGS,08117705,"San Bernard Rv nr Sweeny, TX",29.11194444,-95.67666670,S,NAD83,00045
12494,1644,USGS,08119500,"Colorado Rv at Hwy 350 nr Ira, TX",32.53915278,-101.05522220,1,NAD83,00045
12495,1645,USGS,08127090,"S Concho Rv Trib nr Eldorado, TX",30.97861110,-100.57500000,1,NAD83,00045
12496,1646,USGS,08128095,"Tepee Draw Trib nr Barnhart, TX",31.21080000,-101.17605560,1,NAD83,00045
12497,1647,USGS,08131200,"Twin Buttes Res nr San Angelo, TX",31.38210710,-100.53842940,F,NAD83,00045
12498,1648,USGS,08131400,"Pecan Ck nr San Angelo, TX",31.30905356,-100.44592540,F,NAD83,00045
12499,1649,USGS,08134500,"O. C. Fisher Lk at San Angelo, TX",31.48460475,-100.48176160,F,NAD83,00045
12500,1650,USGS,08140770,"Lk Coleman nr Novice, TX",32.03013987,-99.46534670,S,NAD83,00045
12501,1651,USGS,08140860,"Jim Ned Ck at CR 140 nr Coleman, TX",31.87924720,-99.27784170,S,NAD83,00045
12502,1652,USGS,08141000,"Hords Ck Lk nr Valera, TX",31.83292340,-99.56090370,F,NAD83,00045
12503,1653,USGS,08143000,"Lk Brownwood nr Brownwood, TX",31.83709365,-99.00394200,F,NAD83,00045
12504,1654,USGS,08143500,"Pecan Bayou at Brownwood, TX",31.73640000,-98.97548890,5,NAD83,00045
12505,1655,USGS,08143700,"Browns Ck Trib nr Goldthwaite, TX",31.51690833,-98.56680830,1,NAD83,00045
12506,1656,USGS,08145000,"Brady Ck at Brady, TX",31.13822366,-99.33505530,F,NAD83,00045
12507,1657,USGS,08146000,"San Saba Rv at San Saba, TX",31.21322316,-98.71948710,F,NAD83,00045
12508,1658,USGS,08147000,"Colorado Rv nr San Saba, TX",31.21794515,-98.56448400,F,NAD83,00045
12509,1659,USGS,08148500,"N Llano Rv nr Junction, TX",30.51741010,-99.80617900,F,NAD83,00045
12510,1660,USGS,08150000,"Llano Rv nr Junction, TX",30.50435487,-99.73450970,F,NAD83,00045
12511,1661,USGS,08150700,"Llano Rv nr Mason, TX",30.66073685,-99.10921850,F,NAD83,00045
12512,1662,USGS,08158110,"Mills Pond at Wells Branch, TX",30.45000000,-97.67967500,5,NAD83,00045
12513,1663,USGS,08158700,"Onion Ck nr Driftwood, TX",30.08298924,-98.00778590,F,NAD83,00045
12514,1664,USGS,08159105,"Eastern Trib to Dry Ck nr Del Valle, TX",30.17647778,-97.58691670,5,NAD83,00045
12515,1665,USGS,08159110,"Western Trib to Gilleland Ck nr Manor, TX",30.38349444,-97.60206110,5,NAD83,00045
12516,1666,USGS,08159250,"Maha Ck at Von Quintus Rd nr Del Valle, TX",30.09453056,-97.65932220,5,NAD83,00045
12517,1667,USGS,08161000,"Colorado Rv at Columbus, TX",29.70634540,-96.53691550,F,NAD83,00045
12518,1668,USGS,08162000,"Colorado Rv at Wharton, TX",29.30913668,-96.10384820,F,NAD83,00045
12519,1669,USGS,08162500,"Colorado Rv nr Bay City, TX",28.97414620,-96.01245880,F,NAD83,00045
12520,1670,USGS,08163500,"Lavaca Rv at Hallettsville, TX",29.44329730,-96.94498190,F,NAD83,00045
12521,1671,USGS,08164600,"Garcitas Ck nr Inez, TX",28.89137590,-96.81914860,F,NAD83,00045
12522,1672,USGS,08165500,"Guadalupe Rv at Hunt, TX",30.06993074,-99.32171220,F,NAD83,00045
12523,1673,USGS,08166000,"Johnson Ck nr Ingram, TX",30.10020707,-99.28310060,F,NAD83,00045
